what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1310354829942
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1310354830020
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1310354830098
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1310354830098
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1310354830129
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1310354830129
started,bundle,org.eclipse.egit.core,1.0.0.201106090707-r,"org.eclipse.egit.core",1310354830145
started,bundle,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui",1310354830176
started,bundle,org.eclipse.jgit,1.0.0.201106090707-r,"org.eclipse.jgit",1310354830192
os,sysinfo,,,"win32",1310354830207
arch,sysinfo,,,"x86",1310354830207
ws,sysinfo,,,"win32",1310354830207
locale,sysinfo,,,"en_US",1310354830207
processors,sysinfo,,,"1",1310354830207
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1310354830207
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1310354830207
java.specification.name,sysinfo,,,"Java Platform API Specification",1310354830207
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1310354830207
java.specification.version,sysinfo,,,"1.6",1310354830207
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1310354830207
java.version,sysinfo,,,"1.6.0_26",1310354830207
java.vm.info,sysinfo,,,"mixed mode, sharing",1310354830207
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1310354830207
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1310354830207
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1310354830207
java.vm.specification.version,sysinfo,,,"1.0",1310354830207
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1310354830207
